,nombres,edades,generos,ciudades,hijos,mascotas
1944,persona_1944,24,F,Chía,2,3
1945,persona_1945,32,F,Bogotá,3,5
1946,persona_1946,63,M,Chía,1,4
1947,persona_1947,57,F,Zipaquirá,2,1
1948,persona_1948,21,F,Bogotá,5,3
1949,persona_1949,50,M,Cota,5,3
1950,persona_1950,36,M,Cota,4,4
1951,persona_1951,55,M,Chía,1,5
1952,persona_1952,46,M,Bogotá,1,0
1953,persona_1953,27,M,Zipaquirá,2,1
1954,persona_1954,61,M,Cota,3,4
1955,persona_1955,37,F,Bogotá,1,1
1956,persona_1956,22,M,Cajicá,5,4
1957,persona_1957,66,F,Zipaquirá,1,2
1958,persona_1958,27,M,Bogotá,5,4
1959,persona_1959,58,F,Cajicá,5,3
1960,persona_1960,39,M,Chía,5,2
1961,persona_1961,40,F,Cota,4,5
1962,persona_1962,21,F,Cota,1,4
1963,persona_1963,59,F,Zipaquirá,5,0
1964,persona_1964,48,M,Cajicá,4,1
1965,persona_1965,48,F,Chía,2,3
1966,persona_1966,63,F,Chía,5,1
1967,persona_1967,21,F,Bogotá,0,0
1968,persona_1968,66,M,Zipaquirá,3,1
1969,persona_1969,56,M,Bogotá,5,1
1970,persona_1970,30,M,Chía,1,1
1971,persona_1971,49,F,Chía,1,2
1972,persona_1972,44,F,Chía,1,1
1973,persona_1973,47,M,Zipaquirá,2,3
1974,persona_1974,60,F,Bogotá,3,0
1975,persona_1975,61,M,Bogotá,4,4
1976,persona_1976,20,M,Zipaquirá,2,2
1977,persona_1977,61,M,Bogotá,4,4
1978,persona_1978,50,F,Cajicá,4,2
1979,persona_1979,35,M,Chía,1,3
1980,persona_1980,62,F,Zipaquirá,5,1
1981,persona_1981,50,F,Zipaquirá,3,2
1982,persona_1982,68,F,Cajicá,4,3
1983,persona_1983,34,F,Cajicá,1,0
1984,persona_1984,70,M,Bogotá,1,2
1985,persona_1985,61,M,Chía,0,3
1986,persona_1986,43,M,Cota,2,3
1987,persona_1987,35,F,Cajicá,2,2
1988,persona_1988,43,M,Bogotá,0,4
1989,persona_1989,50,M,Cajicá,2,1
1990,persona_1990,45,F,Bogotá,2,5
1991,persona_1991,39,F,Bogotá,5,4
1992,persona_1992,26,M,Chía,1,2
1993,persona_1993,63,F,Cajicá,3,4
1994,persona_1994,26,F,Chía,1,4
1995,persona_1995,37,F,Cota,3,1
1996,persona_1996,63,F,Bogotá,3,2
1997,persona_1997,70,M,Chía,5,0
1998,persona_1998,46,F,Zipaquirá,1,1
1999,persona_1999,55,M,Cota,4,2
2000,persona_2000,44,F,Bogotá,3,0
2001,persona_2001,45,F,Zipaquirá,4,1
2002,persona_2002,45,M,Chía,3,5
2003,persona_2003,65,F,Chía,5,0
2004,persona_2004,55,M,Bogotá,5,1
2005,persona_2005,38,F,Zipaquirá,5,1
2006,persona_2006,29,F,Bogotá,3,0
2007,persona_2007,27,M,Cajicá,1,0
2008,persona_2008,31,F,Zipaquirá,1,1
2009,persona_2009,37,F,Chía,3,4
2010,persona_2010,49,F,Bogotá,3,5
2011,persona_2011,44,F,Bogotá,0,5
2012,persona_2012,20,M,Cota,3,5
2013,persona_2013,31,F,Zipaquirá,3,3
2014,persona_2014,44,F,Cajicá,5,0
2015,persona_2015,61,M,Bogotá,4,5
2016,persona_2016,52,M,Cota,4,0
2017,persona_2017,69,F,Chía,2,2
2018,persona_2018,57,M,Cajicá,5,5
2019,persona_2019,57,F,Zipaquirá,5,4
2020,persona_2020,34,F,Bogotá,5,1
2021,persona_2021,55,M,Bogotá,1,0
2022,persona_2022,26,F,Bogotá,2,5
2023,persona_2023,34,F,Chía,4,3
2024,persona_2024,25,F,Bogotá,4,5
2025,persona_2025,44,F,Chía,1,3
2026,persona_2026,53,M,Cajicá,0,4
2027,persona_2027,33,F,Zipaquirá,0,4
2028,persona_2028,25,M,Zipaquirá,2,3
2029,persona_2029,65,M,Cajicá,0,5
2030,persona_2030,47,M,Cota,1,1
2031,persona_2031,32,F,Chía,3,5
2032,persona_2032,48,M,Cota,4,3
2033,persona_2033,31,F,Bogotá,0,4
2034,persona_2034,56,M,Zipaquirá,1,3
2035,persona_2035,24,M,Chía,0,0
2036,persona_2036,36,F,Chía,2,1
2037,persona_2037,69,M,Chía,0,4
2038,persona_2038,54,M,Chía,4,1
2039,persona_2039,55,F,Cajicá,3,0
2040,persona_2040,40,M,Chía,0,4
2041,persona_2041,62,M,Bogotá,1,0
2042,persona_2042,33,F,Bogotá,3,0
2043,persona_2043,21,M,Cajicá,3,4
2044,persona_2044,67,M,Zipaquirá,4,2
2045,persona_2045,38,F,Cota,1,5
2046,persona_2046,67,M,Cajicá,1,4
2047,persona_2047,33,M,Chía,5,3
2048,persona_2048,65,M,Bogotá,5,3
2049,persona_2049,50,F,Chía,0,4
2050,persona_2050,50,F,Chía,1,5
2051,persona_2051,39,M,Chía,5,2
2052,persona_2052,44,F,Cajicá,0,5
2053,persona_2053,70,F,Zipaquirá,4,4
2054,persona_2054,49,F,Cota,2,2
2055,persona_2055,64,F,Cota,3,1
2056,persona_2056,50,F,Cajicá,5,5
2057,persona_2057,70,F,Cota,2,2
2058,persona_2058,36,M,Cajicá,5,4
2059,persona_2059,55,F,Zipaquirá,4,1
2060,persona_2060,67,F,Bogotá,2,3
2061,persona_2061,52,F,Zipaquirá,0,0
2062,persona_2062,21,M,Cajicá,5,4
2063,persona_2063,67,M,Bogotá,2,4
2064,persona_2064,68,M,Cajicá,0,3
2065,persona_2065,70,M,Cajicá,5,3
2066,persona_2066,45,F,Bogotá,3,4
2067,persona_2067,52,F,Bogotá,5,5
2068,persona_2068,43,F,Bogotá,3,0
2069,persona_2069,32,M,Bogotá,2,4
2070,persona_2070,43,F,Cota,3,4
2071,persona_2071,51,M,Bogotá,3,5
2072,persona_2072,23,F,Zipaquirá,3,0
2073,persona_2073,61,M,Zipaquirá,4,5
2074,persona_2074,39,M,Chía,0,1
2075,persona_2075,31,F,Chía,3,1
2076,persona_2076,50,M,Cajicá,3,4
2077,persona_2077,20,F,Cajicá,1,2
2078,persona_2078,63,F,Cajicá,4,3
2079,persona_2079,33,F,Bogotá,4,3
2080,persona_2080,25,F,Chía,5,0
2081,persona_2081,35,M,Zipaquirá,2,5
2082,persona_2082,60,M,Chía,1,0
2083,persona_2083,46,M,Cota,2,4
2084,persona_2084,60,F,Bogotá,3,0
2085,persona_2085,40,M,Cota,4,1
2086,persona_2086,63,M,Chía,5,2
2087,persona_2087,20,M,Cajicá,3,3
2088,persona_2088,68,M,Bogotá,1,1
2089,persona_2089,20,M,Cota,2,1
2090,persona_2090,70,F,Bogotá,4,4
2091,persona_2091,40,F,Cajicá,2,4
2092,persona_2092,33,M,Bogotá,3,4
2093,persona_2093,35,F,Chía,0,0
2094,persona_2094,31,M,Cajicá,0,3
2095,persona_2095,37,M,Cajicá,5,5
2096,persona_2096,34,M,Chía,2,3
2097,persona_2097,57,M,Bogotá,2,2
2098,persona_2098,31,M,Cota,3,4
2099,persona_2099,54,F,Zipaquirá,5,2
2100,persona_2100,35,M,Bogotá,5,2
2101,persona_2101,27,M,Cota,3,1
2102,persona_2102,66,F,Bogotá,2,1
2103,persona_2103,54,F,Cota,2,1
2104,persona_2104,22,M,Bogotá,4,3
2105,persona_2105,29,F,Zipaquirá,1,4
2106,persona_2106,38,F,Bogotá,4,4
2107,persona_2107,33,M,Chía,0,4
2108,persona_2108,21,M,Bogotá,2,5
2109,persona_2109,66,F,Bogotá,1,5
2110,persona_2110,38,F,Zipaquirá,3,3
2111,persona_2111,44,F,Zipaquirá,2,4
2112,persona_2112,68,F,Cajicá,3,3
2113,persona_2113,64,M,Bogotá,0,5
2114,persona_2114,26,F,Bogotá,4,3
2115,persona_2115,57,F,Chía,3,5
2116,persona_2116,40,F,Bogotá,2,0
2117,persona_2117,42,F,Cota,3,3
2118,persona_2118,64,M,Cajicá,4,0
2119,persona_2119,36,F,Zipaquirá,1,0
2120,persona_2120,56,M,Bogotá,5,0
2121,persona_2121,65,M,Cota,1,4
2122,persona_2122,51,M,Cota,3,2
2123,persona_2123,55,F,Zipaquirá,0,2
2124,persona_2124,53,F,Chía,3,1
2125,persona_2125,68,M,Zipaquirá,0,4
2126,persona_2126,31,M,Bogotá,2,2
2127,persona_2127,59,F,Cajicá,4,2
2128,persona_2128,53,M,Cota,1,0
2129,persona_2129,65,M,Bogotá,2,1
2130,persona_2130,58,M,Zipaquirá,2,3
2131,persona_2131,53,F,Zipaquirá,3,2
2132,persona_2132,51,M,Zipaquirá,4,4
2133,persona_2133,28,M,Bogotá,3,1
2134,persona_2134,60,F,Chía,2,1
2135,persona_2135,26,M,Chía,5,4
2136,persona_2136,63,F,Cajicá,1,4
2137,persona_2137,46,M,Zipaquirá,2,5
2138,persona_2138,28,M,Zipaquirá,0,3
2139,persona_2139,37,M,Zipaquirá,5,3
2140,persona_2140,50,M,Cota,0,3
2141,persona_2141,42,F,Bogotá,2,0
2142,persona_2142,29,F,Chía,2,0
2143,persona_2143,40,F,Zipaquirá,4,4
2144,persona_2144,68,M,Zipaquirá,2,2
2145,persona_2145,50,M,Cota,5,0
2146,persona_2146,48,M,Zipaquirá,5,5
2147,persona_2147,49,F,Chía,3,4
2148,persona_2148,52,M,Zipaquirá,5,1
2149,persona_2149,60,M,Cajicá,1,1
2150,persona_2150,58,F,Cajicá,3,1
2151,persona_2151,24,M,Zipaquirá,0,1
2152,persona_2152,59,F,Zipaquirá,1,1
2153,persona_2153,34,F,Cajicá,3,3
2154,persona_2154,48,F,Chía,3,3
2155,persona_2155,69,F,Bogotá,5,2
2156,persona_2156,20,M,Cota,4,4
2157,persona_2157,57,M,Zipaquirá,1,0
2158,persona_2158,28,M,Chía,3,1
2159,persona_2159,29,F,Bogotá,2,5
2160,persona_2160,48,M,Bogotá,3,5
2161,persona_2161,68,M,Cota,2,2
2162,persona_2162,45,F,Cajicá,1,4
2163,persona_2163,51,F,Cota,0,0
2164,persona_2164,23,M,Chía,2,4
2165,persona_2165,61,M,Zipaquirá,1,1
2166,persona_2166,64,M,Zipaquirá,4,5
2167,persona_2167,69,F,Bogotá,1,3
2168,persona_2168,44,F,Cajicá,2,0
2169,persona_2169,47,M,Cota,5,2
2170,persona_2170,43,F,Cajicá,1,1
2171,persona_2171,63,M,Cota,0,1
2172,persona_2172,36,F,Chía,1,5
2173,persona_2173,52,F,Chía,3,4
2174,persona_2174,67,F,Zipaquirá,1,3
2175,persona_2175,47,F,Chía,2,2
2176,persona_2176,59,M,Cajicá,2,0
2177,persona_2177,52,F,Bogotá,2,3
2178,persona_2178,35,F,Cajicá,4,4
2179,persona_2179,36,M,Zipaquirá,2,3
2180,persona_2180,68,M,Cajicá,0,0
2181,persona_2181,31,M,Bogotá,0,5
2182,persona_2182,64,M,Chía,3,0
2183,persona_2183,22,M,Cajicá,2,3
2184,persona_2184,52,F,Zipaquirá,3,2
2185,persona_2185,39,F,Bogotá,0,2
2186,persona_2186,65,M,Chía,3,5
2187,persona_2187,66,M,Cajicá,0,0
2188,persona_2188,26,F,Bogotá,2,2
2189,persona_2189,38,F,Cajicá,3,1
2190,persona_2190,64,M,Cajicá,3,0
2191,persona_2191,65,M,Cajicá,0,0
2192,persona_2192,62,M,Chía,2,2
2193,persona_2193,51,M,Bogotá,5,0
2194,persona_2194,48,M,Cota,1,4
2195,persona_2195,47,M,Bogotá,3,3
2196,persona_2196,59,M,Zipaquirá,1,2
2197,persona_2197,64,F,Cota,3,0
2198,persona_2198,20,M,Cajicá,1,2
2199,persona_2199,64,F,Cajicá,1,5
2200,persona_2200,55,M,Cota,2,1
2201,persona_2201,49,M,Zipaquirá,1,1
2202,persona_2202,32,F,Chía,5,5
2203,persona_2203,61,M,Chía,3,4
2204,persona_2204,40,F,Zipaquirá,0,5
2205,persona_2205,54,M,Bogotá,0,1
2206,persona_2206,59,F,Bogotá,2,4
2207,persona_2207,64,F,Zipaquirá,4,4
2208,persona_2208,36,F,Cajicá,4,5
2209,persona_2209,27,F,Cota,0,5
2210,persona_2210,28,F,Cota,1,4
2211,persona_2211,49,M,Cajicá,4,1
2212,persona_2212,66,M,Zipaquirá,0,4
2213,persona_2213,32,M,Bogotá,0,5
2214,persona_2214,41,F,Cota,1,1
2215,persona_2215,51,F,Bogotá,5,3
2216,persona_2216,39,M,Chía,5,5
2217,persona_2217,46,F,Cota,1,1
2218,persona_2218,69,F,Cota,1,4
2219,persona_2219,67,F,Cota,4,3
2220,persona_2220,39,F,Cajicá,1,1
2221,persona_2221,36,F,Cota,4,4
2222,persona_2222,36,M,Zipaquirá,3,4
2223,persona_2223,49,F,Zipaquirá,2,2
2224,persona_2224,38,M,Cajicá,1,0
2225,persona_2225,53,F,Bogotá,1,4
2226,persona_2226,62,F,Chía,4,0
2227,persona_2227,57,M,Cajicá,3,4
2228,persona_2228,46,F,Cajicá,0,4
2229,persona_2229,29,M,Cajicá,5,5
2230,persona_2230,46,M,Chía,4,0
2231,persona_2231,52,F,Zipaquirá,2,1
2232,persona_2232,51,M,Cajicá,5,5
2233,persona_2233,33,F,Cajicá,0,5
2234,persona_2234,28,M,Cota,3,5
2235,persona_2235,48,F,Zipaquirá,0,1
2236,persona_2236,56,M,Bogotá,5,1
2237,persona_2237,27,F,Bogotá,1,1
2238,persona_2238,69,F,Zipaquirá,5,1
2239,persona_2239,47,M,Cajicá,4,1
2240,persona_2240,39,F,Bogotá,2,1
2241,persona_2241,65,M,Bogotá,3,5
2242,persona_2242,21,F,Chía,5,0
2243,persona_2243,62,M,Zipaquirá,3,3
2244,persona_2244,38,M,Zipaquirá,0,4
2245,persona_2245,58,M,Cajicá,4,0
2246,persona_2246,35,F,Cajicá,2,1
2247,persona_2247,65,M,Bogotá,2,3
2248,persona_2248,64,M,Cota,0,3
2249,persona_2249,26,F,Bogotá,3,4
2250,persona_2250,36,M,Cajicá,4,0
2251,persona_2251,22,F,Zipaquirá,3,3
2252,persona_2252,70,F,Cajicá,2,4
2253,persona_2253,39,M,Zipaquirá,2,2
2254,persona_2254,56,M,Cajicá,3,3
2255,persona_2255,51,M,Cajicá,3,5
2256,persona_2256,33,F,Chía,0,2
2257,persona_2257,44,M,Chía,2,3
2258,persona_2258,45,M,Cota,0,4
2259,persona_2259,43,F,Bogotá,4,1
2260,persona_2260,64,M,Cajicá,2,3
2261,persona_2261,37,F,Bogotá,1,5
2262,persona_2262,57,M,Cajicá,1,0
2263,persona_2263,37,F,Cota,5,0
2264,persona_2264,27,M,Zipaquirá,1,2
2265,persona_2265,60,M,Bogotá,3,5
2266,persona_2266,32,M,Zipaquirá,0,3
2267,persona_2267,61,M,Cota,3,0
2268,persona_2268,39,M,Cota,2,5
2269,persona_2269,59,F,Cota,5,3
2270,persona_2270,59,F,Zipaquirá,1,3
2271,persona_2271,58,F,Cota,5,3
2272,persona_2272,55,M,Zipaquirá,3,5
2273,persona_2273,41,M,Cota,2,0
2274,persona_2274,22,F,Cota,4,3
2275,persona_2275,40,F,Cota,5,5
2276,persona_2276,53,M,Cajicá,4,1
2277,persona_2277,27,F,Zipaquirá,4,5
2278,persona_2278,20,F,Zipaquirá,5,1
2279,persona_2279,29,F,Chía,4,2
2280,persona_2280,58,M,Zipaquirá,0,2
2281,persona_2281,39,M,Cota,2,0
2282,persona_2282,48,M,Cajicá,1,4
2283,persona_2283,52,F,Cajicá,4,1
2284,persona_2284,30,F,Cajicá,1,4
2285,persona_2285,53,F,Cota,2,1
2286,persona_2286,47,F,Cajicá,0,3
2287,persona_2287,23,F,Chía,3,2
2288,persona_2288,21,F,Zipaquirá,4,3
2289,persona_2289,41,M,Cajicá,5,3
2290,persona_2290,55,F,Chía,1,0
2291,persona_2291,67,F,Bogotá,0,4
2292,persona_2292,61,M,Chía,5,3
2293,persona_2293,33,F,Zipaquirá,4,5
2294,persona_2294,46,M,Chía,3,1
2295,persona_2295,45,F,Cajicá,3,3
2296,persona_2296,49,M,Chía,4,3
2297,persona_2297,64,F,Zipaquirá,4,5
2298,persona_2298,51,F,Chía,1,2
2299,persona_2299,64,F,Cajicá,4,2
2300,persona_2300,57,M,Zipaquirá,4,4
2301,persona_2301,68,M,Zipaquirá,2,5
2302,persona_2302,41,M,Bogotá,4,5
2303,persona_2303,70,M,Cota,2,0
2304,persona_2304,55,M,Zipaquirá,4,2
2305,persona_2305,29,M,Cajicá,5,0
2306,persona_2306,57,M,Chía,5,1
2307,persona_2307,56,F,Cajicá,4,3
2308,persona_2308,56,F,Cajicá,1,4
2309,persona_2309,35,F,Chía,2,5
2310,persona_2310,26,F,Cajicá,3,3
2311,persona_2311,22,F,Bogotá,3,1
2312,persona_2312,23,F,Cajicá,3,0
2313,persona_2313,70,F,Chía,5,5
2314,persona_2314,23,F,Cota,1,2
2315,persona_2315,26,F,Cajicá,3,0
2316,persona_2316,63,M,Cota,1,5
2317,persona_2317,37,M,Bogotá,3,4
2318,persona_2318,69,F,Zipaquirá,1,5
2319,persona_2319,40,F,Zipaquirá,0,4
2320,persona_2320,68,F,Zipaquirá,0,3
2321,persona_2321,49,M,Chía,3,1
2322,persona_2322,61,M,Cota,1,4
2323,persona_2323,28,M,Cota,5,3
2324,persona_2324,57,F,Bogotá,0,1
2325,persona_2325,48,F,Chía,5,5
2326,persona_2326,41,M,Cajicá,0,5
2327,persona_2327,61,M,Bogotá,5,1
2328,persona_2328,64,M,Cota,0,1
2329,persona_2329,68,F,Cajicá,4,3
2330,persona_2330,44,F,Zipaquirá,2,3
2331,persona_2331,46,F,Zipaquirá,4,1
2332,persona_2332,21,M,Zipaquirá,3,3
2333,persona_2333,41,M,Cota,3,0
2334,persona_2334,50,M,Cota,1,4
2335,persona_2335,46,M,Cota,3,4
2336,persona_2336,53,F,Bogotá,3,3
2337,persona_2337,46,F,Zipaquirá,3,1
2338,persona_2338,70,M,Zipaquirá,4,4
2339,persona_2339,61,M,Cota,5,1
2340,persona_2340,29,F,Bogotá,2,1
2341,persona_2341,57,M,Bogotá,5,3
2342,persona_2342,66,M,Bogotá,0,4
2343,persona_2343,69,F,Bogotá,0,4
2344,persona_2344,35,M,Zipaquirá,0,3
2345,persona_2345,69,M,Zipaquirá,0,0
2346,persona_2346,31,M,Cota,5,2
2347,persona_2347,27,M,Zipaquirá,0,0
2348,persona_2348,36,F,Zipaquirá,0,5
2349,persona_2349,49,M,Cota,3,0
2350,persona_2350,43,M,Cajicá,1,3
2351,persona_2351,39,M,Chía,5,4
2352,persona_2352,47,M,Zipaquirá,3,4
2353,persona_2353,33,M,Bogotá,3,0
2354,persona_2354,56,F,Cajicá,3,1
2355,persona_2355,58,M,Cajicá,3,0
2356,persona_2356,34,M,Zipaquirá,1,2
2357,persona_2357,27,F,Bogotá,5,0
2358,persona_2358,66,M,Chía,4,4
2359,persona_2359,59,M,Cota,2,2
2360,persona_2360,26,F,Cajicá,0,0
2361,persona_2361,21,M,Chía,5,4
2362,persona_2362,27,F,Bogotá,1,1
2363,persona_2363,63,M,Bogotá,3,2
2364,persona_2364,50,F,Chía,3,1
2365,persona_2365,59,M,Chía,0,3
2366,persona_2366,28,F,Chía,3,2
2367,persona_2367,70,M,Zipaquirá,5,3
2368,persona_2368,67,M,Cajicá,0,0
2369,persona_2369,46,M,Zipaquirá,3,1
2370,persona_2370,52,M,Cajicá,3,4
2371,persona_2371,32,M,Cota,4,3
2372,persona_2372,66,M,Zipaquirá,4,1
2373,persona_2373,30,M,Zipaquirá,2,5
2374,persona_2374,57,F,Bogotá,0,5
2375,persona_2375,37,M,Chía,5,4
2376,persona_2376,20,M,Cota,2,0
2377,persona_2377,55,M,Chía,1,4
2378,persona_2378,66,F,Chía,0,1
2379,persona_2379,56,M,Cajicá,5,4
2380,persona_2380,62,M,Cajicá,3,0
2381,persona_2381,49,M,Chía,5,4
2382,persona_2382,24,M,Cajicá,0,1
2383,persona_2383,22,M,Chía,4,5
2384,persona_2384,32,F,Cota,4,0
2385,persona_2385,36,M,Zipaquirá,0,0
2386,persona_2386,20,F,Chía,4,0
2387,persona_2387,51,F,Chía,2,0
2388,persona_2388,28,F,Zipaquirá,5,2
2389,persona_2389,38,M,Cota,1,2
2390,persona_2390,67,F,Zipaquirá,3,2
2391,persona_2391,46,F,Chía,4,1
2392,persona_2392,49,F,Bogotá,4,1
2393,persona_2393,33,M,Bogotá,3,4
2394,persona_2394,61,F,Chía,0,0
2395,persona_2395,53,F,Cajicá,5,3
2396,persona_2396,23,M,Cajicá,1,4
2397,persona_2397,24,M,Cajicá,5,1
2398,persona_2398,38,M,Zipaquirá,4,5
2399,persona_2399,29,M,Chía,3,3
2400,persona_2400,58,F,Bogotá,0,2
2401,persona_2401,22,F,Bogotá,5,4
2402,persona_2402,66,F,Zipaquirá,4,2
2403,persona_2403,36,F,Cajicá,1,2
2404,persona_2404,70,F,Zipaquirá,2,5
2405,persona_2405,50,M,Cajicá,0,5
2406,persona_2406,69,F,Cajicá,5,4
2407,persona_2407,24,F,Cajicá,5,0
2408,persona_2408,24,F,Cajicá,2,4
2409,persona_2409,47,M,Cajicá,1,1
2410,persona_2410,66,F,Cota,4,4
2411,persona_2411,58,M,Chía,4,3
2412,persona_2412,37,M,Cajicá,1,3
2413,persona_2413,60,M,Bogotá,0,3
2414,persona_2414,35,F,Cajicá,3,2
2415,persona_2415,43,F,Chía,3,2
2416,persona_2416,68,F,Zipaquirá,0,4
2417,persona_2417,69,F,Cajicá,0,1
2418,persona_2418,37,F,Cajicá,2,0
2419,persona_2419,69,F,Chía,1,0
2420,persona_2420,25,M,Chía,3,3
2421,persona_2421,60,M,Cota,0,3
2422,persona_2422,25,F,Chía,0,2
2423,persona_2423,69,F,Bogotá,3,4
2424,persona_2424,61,F,Chía,0,2
2425,persona_2425,56,M,Bogotá,5,5
2426,persona_2426,58,F,Bogotá,1,3
2427,persona_2427,59,M,Chía,3,1
2428,persona_2428,26,M,Zipaquirá,3,5
2429,persona_2429,57,F,Cota,3,5
2430,persona_2430,49,M,Cota,0,0
2431,persona_2431,36,F,Bogotá,4,2
2432,persona_2432,32,M,Cota,2,2
2433,persona_2433,40,F,Zipaquirá,2,4
2434,persona_2434,39,F,Zipaquirá,3,0
2435,persona_2435,38,F,Bogotá,2,2
2436,persona_2436,21,F,Zipaquirá,0,4
2437,persona_2437,33,F,Chía,0,1
2438,persona_2438,24,F,Chía,3,4
2439,persona_2439,48,F,Cota,2,3
2440,persona_2440,39,M,Cota,1,5
2441,persona_2441,64,M,Bogotá,3,4
2442,persona_2442,61,F,Zipaquirá,5,0
2443,persona_2443,70,M,Cajicá,2,5
2444,persona_2444,23,F,Bogotá,2,3
2445,persona_2445,70,M,Cota,5,3
2446,persona_2446,24,M,Cota,0,5
2447,persona_2447,64,F,Chía,2,0
2448,persona_2448,35,F,Chía,4,2
2449,persona_2449,20,M,Cajicá,4,3
2450,persona_2450,53,M,Zipaquirá,0,4
2451,persona_2451,51,F,Zipaquirá,1,5
2452,persona_2452,40,F,Cajicá,4,1
2453,persona_2453,67,F,Cajicá,0,1
2454,persona_2454,65,F,Chía,1,3
2455,persona_2455,32,F,Chía,2,0
2456,persona_2456,25,M,Chía,3,0
2457,persona_2457,57,F,Bogotá,3,3
2458,persona_2458,52,F,Bogotá,2,0
2459,persona_2459,22,M,Cajicá,1,5
2460,persona_2460,23,F,Cota,1,5
2461,persona_2461,24,F,Cajicá,2,0
2462,persona_2462,35,F,Chía,5,3
2463,persona_2463,57,F,Cajicá,4,2
2464,persona_2464,47,M,Bogotá,0,4
2465,persona_2465,65,M,Cajicá,3,5
2466,persona_2466,52,M,Cajicá,0,4
2467,persona_2467,58,M,Chía,2,4
2468,persona_2468,26,F,Bogotá,0,4
2469,persona_2469,63,F,Chía,5,1
2470,persona_2470,43,F,Zipaquirá,4,1
2471,persona_2471,67,M,Chía,4,5
2472,persona_2472,50,F,Bogotá,5,5
2473,persona_2473,28,M,Cajicá,5,0
2474,persona_2474,26,F,Bogotá,0,2
2475,persona_2475,30,F,Chía,3,4
2476,persona_2476,52,F,Cajicá,1,4
2477,persona_2477,21,F,Cajicá,2,1
2478,persona_2478,23,F,Bogotá,3,5
2479,persona_2479,45,M,Cajicá,5,1
2480,persona_2480,29,F,Chía,2,0
2481,persona_2481,40,F,Bogotá,0,1
2482,persona_2482,37,F,Bogotá,2,3
2483,persona_2483,29,M,Cajicá,4,5
2484,persona_2484,69,M,Cota,1,2
2485,persona_2485,22,M,Cota,5,3
2486,persona_2486,63,M,Chía,0,2
2487,persona_2487,34,M,Bogotá,3,2
2488,persona_2488,35,F,Zipaquirá,3,5
2489,persona_2489,46,M,Cota,5,3
2490,persona_2490,25,F,Zipaquirá,4,2
2491,persona_2491,33,F,Cota,3,2
2492,persona_2492,40,M,Bogotá,0,5
2493,persona_2493,50,M,Zipaquirá,5,4
2494,persona_2494,25,F,Cajicá,5,1
2495,persona_2495,20,F,Cota,3,5
2496,persona_2496,32,M,Chía,5,4
2497,persona_2497,46,M,Cajicá,1,1
2498,persona_2498,49,M,Chía,1,2
2499,persona_2499,20,F,Bogotá,1,0
2500,persona_2500,24,M,Chía,2,0
2501,persona_2501,51,F,Bogotá,0,1
2502,persona_2502,48,M,Chía,4,4
2503,persona_2503,46,F,Chía,3,2
2504,persona_2504,68,M,Cajicá,1,3
2505,persona_2505,50,F,Cajicá,0,1
2506,persona_2506,58,F,Cota,0,1
2507,persona_2507,39,F,Zipaquirá,2,1
2508,persona_2508,66,F,Zipaquirá,1,2
2509,persona_2509,39,M,Bogotá,5,0
2510,persona_2510,26,M,Cajicá,5,3
2511,persona_2511,35,M,Zipaquirá,0,4
2512,persona_2512,67,M,Bogotá,2,3
2513,persona_2513,20,F,Bogotá,4,0
2514,persona_2514,28,M,Chía,3,3
2515,persona_2515,58,M,Cota,1,4
2516,persona_2516,40,M,Cota,1,2
2517,persona_2517,39,M,Cajicá,2,1
2518,persona_2518,70,F,Cota,1,0
2519,persona_2519,63,F,Cota,4,0
2520,persona_2520,42,F,Bogotá,0,1
2521,persona_2521,42,F,Cajicá,1,5
2522,persona_2522,29,M,Cajicá,0,1
2523,persona_2523,44,M,Chía,3,1
2524,persona_2524,46,F,Zipaquirá,0,5
2525,persona_2525,69,M,Chía,3,5
2526,persona_2526,56,M,Bogotá,1,4
2527,persona_2527,61,F,Bogotá,0,4
2528,persona_2528,67,M,Zipaquirá,2,5
2529,persona_2529,20,M,Bogotá,0,5
2530,persona_2530,59,F,Cota,0,2
2531,persona_2531,48,F,Cajicá,5,5
2532,persona_2532,32,M,Zipaquirá,5,0
2533,persona_2533,69,M,Bogotá,0,2
2534,persona_2534,42,M,Zipaquirá,0,5
2535,persona_2535,26,M,Bogotá,5,0
2536,persona_2536,50,M,Cota,2,3
2537,persona_2537,31,F,Bogotá,5,2
2538,persona_2538,62,F,Cota,0,5
2539,persona_2539,69,F,Bogotá,4,3
2540,persona_2540,24,M,Zipaquirá,2,2
2541,persona_2541,64,M,Cota,1,1
2542,persona_2542,49,F,Zipaquirá,4,1
2543,persona_2543,39,M,Cota,3,0
2544,persona_2544,25,F,Cota,3,3
2545,persona_2545,49,F,Bogotá,2,2
2546,persona_2546,21,F,Cota,0,5
2547,persona_2547,26,M,Zipaquirá,0,3
2548,persona_2548,50,F,Cota,2,0
2549,persona_2549,62,M,Bogotá,5,4
2550,persona_2550,35,M,Zipaquirá,5,1
2551,persona_2551,65,M,Cota,1,0
2552,persona_2552,37,F,Zipaquirá,2,5
2553,persona_2553,49,F,Bogotá,5,1
2554,persona_2554,53,F,Bogotá,4,5
2555,persona_2555,34,F,Chía,4,4
2556,persona_2556,48,M,Bogotá,3,5
2557,persona_2557,45,M,Cota,1,0
2558,persona_2558,40,F,Cota,2,2
2559,persona_2559,33,M,Cota,1,0
